Depth,IsTerminal,Position,FeatureIndex,FeatureValue,Value0,Value1,Value2,Value3,Number
3.0,1.0,right,,,0.021135665309848808,0.306381698062078,-0.0,-0.10888903378476164,48.0
0.0,0.0,,5.0,0.0,,,,,49.0
1.0,0.0,left,10.0,3.67,,,,,49.0
2.0,0.0,left,9.0,256.0,,,,,49.0
3.0,1.0,left,,,0.036916949856883347,-0.12721751913866103,0.0,-0.0,49.0
3.0,1.0,right,,,-0.17255690316633326,0.4543357882048843,-0.0,-0.022762681797874496,49.0
2.0,0.0,right,15.0,307.0,,,,,49.0
3.0,1.0,left,,,-0.07340880625503414,-0.09317459006964851,0.42025162046347286,-0.1956439618565194,49.0
3.0,1.0,right,,,0.09913407077430805,-0.0,-0.0,-0.03178502453999159,49.0
1.0,0.0,right,8.0,0.6,,,,,49.0
2.0,0.0,left,7.0,0.0,,,,,49.0
3.0,1.0,left,,,-0.15014251822126004,0.49551305519784083,-0.004214705759790757,-0.01422375701950383,49.0
3.0,1.0,right,,,-0.029538078593489753,-0.0,0.0,0.04461353709249798,49.0
2.0,0.0,right,14.0,224.0,,,,,49.0
3.0,1.0,left,,,-0.3681328560565046,-0.34532301316590064,0.19792772901361133,0.1930561861873392,49.0
3.0,1.0,right,,,-0.20638933265140708,0.02978429083364101,-0.023288908996195262,0.14560763350244102,49.0
0.0,0.0,,2.0,19270.0,,,,,50.0
1.0,0.0,left,0.0,1980.0,,,,,50.0
2.0,0.0,left,10.0,3.0,,,,,50.0
3.0,1.0,left,,,-0.0037516476339990628,0.0,-0.13831342564478555,0.12387118516354337,50.0
3.0,1.0,right,,,-0.16459172863478513,-0.26467705634487604,0.3219806275030251,-0.0,50.0
2.0,0.0,right,15.0,361.0,,,,,50.0
3.0,1.0,left,,,-0.1566790984021305,0.06820222929212111,0.23080125946560742,-0.10500881149081218,50.0
3.0,1.0,right,,,0.05882630168797904,0.48900958598136784,-0.07668530462019785,-0.12189199433497452,50.0
1.0,0.0,right,16.0,10.8,,,,,50.0
2.0,0.0,left,16.0,9.9,,,,,50.0
3.0,1.0,left,,,-0.04427621942401952,0.03936463112711336,0.10657210678827427,-0.11405391262154818,50.0
3.0,1.0,right,,,-0.3125905771713302,0.21960286973103266,-0.0,0.13853446616983695,50.0
2.0,0.0,right,10.0,3.83,,,,,50.0
3.0,1.0,left,,,-0.22207925685580898,-0.32933065237165604,-0.12751423287365882,0.4044884576502878,50.0
3.0,1.0,right,,,0.03453694689463169,-0.0,0.0,-0.012052404580367776,50.0
0.0,0.0,,15.0,160.0,,,,,51.0
1.0,0.0,left,0.0,2598.0,,,,,51.0
2.0,0.0,left,16.0,9.9,,,,,51.0
3.0,1.0,left,,,0.04447059241662594,0.0,0.0,-0.06164715247254622,51.0
3.0,1.0,right,,,-0.2045083614681942,-0.3311704516906736,-0.14673030286902183,0.40803041411026636,51.0
2.0,1.0,right,,,-0.05315562999904327,0.2323634506036507,-0.0,-0.043406375762488694,51.0
1.0,0.0,right,15.0,246.0,,,,,51.0
2.0,0.0,left,2.0,20392.0,,,,,51.0
3.0,1.0,left,,,-0.21859728545283671,-0.12133225764099188,0.529336204093983,-0.1486334525307126,51.0
3.0,1.0,right,,,-0.09898787669340665,0.033857093240628466,-0.0,0.016840674950868724,51.0
2.0,0.0,right,0.0,2178.0,,,,,51.0
3.0,1.0,left,,,-0.1832710984691664,-0.08419863119679898,0.0414510451830416,0.09037012962655178,51.0
3.0,1.0,right,,,-0.08204372298609924,0.3862158585421591,-0.0,-0.030527457554440654,51.0
0.0,0.0,,5.0,0.0,,,,,52.0
1.0,0.0,left,10.0,3.39,,,,,52.0
2.0,0.0,left,14.0,118.0,,,,,52.0
3.0,1.0,left,,,-0.06596311244577835,0.4933031437101639,-0.08148430866643258,-0.018657738086117422,52.0
3.0,1.0,right,,,-0.09391228312815314,-0.0,0.0,0.04083635117654567,52.0
2.0,0.0,right,0.0,1349.0,,,,,52.0
3.0,1.0,left,,,-0.13710577031300192,-0.072419163713325,0.0,0.14334621857855193,52.0
3.0,1.0,right,,,0.0950177346014976,0.0,0.2817960430961146,-0.3118395641809425,52.0
1.0,0.0,right,13.0,221.65,,,,,52.0
2.0,0.0,left,9.0,260.0,,,,,52.0
3.0,1.0,left,,,-0.18901224033758898,0.0026905861565735545,-0.18673824538233155,0.25742797219573565,52.0
3.0,1.0,right,,,-0.3597605189480584,-0.2959197327973184,0.2287361551816131,0.15014637423085156,52.0
2.0,0.0,right,0.0,1216.0,,,,,52.0
3.0,1.0,left,,,-0.10612092003924302,-0.09641003668432387,0.0,0.11107522649394468,52.0
3.0,1.0,right,,,-0.11222770072851537,0.4397319320971347,-0.0,-0.03797261630946182,52.0
0.0,0.0,,5.0,0.0,,,,,53.0
1.0,0.0,left,15.0,225.0,,,,,53.0
2.0,0.0,left,0.0,673.0,,,,,53.0
3.0,1.0,left,,,-0.044364620877638455,-0.0,-0.0,0.11668498393477829,53.0
3.0,1.0,right,,,-0.124585318174371,-0.08692607217428093,0.399169649878362,-0.1509206105819093,53.0
2.0,0.0,right,10.0,3.67,,,,,53.0
3.0,1.0,left,,,-0.0401054598882824,0.37841047976931524,-0.002526678804520538,-0.03898734498782347,53.0
3.0,1.0,right,,,0.08225226740428697,-0.0,0.07899967891871312,-0.13066628417846643,53.0
1.0,0.0,right,9.0,396.0,,,,,53.0
2.0,0.0,left,8.0,0.5,,,,,53.0
3.0,1.0,left,,,-0.03868517626422879,0.15230656758335565,-0.0,-0.043208240091613254,53.0
3.0,1.0,right,,,-0.3256997036732769,-0.30535489915544245,-0.0,0.36121170392911905,53.0
2.0,0.0,right,14.0,280.0,,,,,53.0
3.0,1.0,left,,,-0.17425259710621607,-0.0,0.4204929005149023,-0.1619055877969026,53.0
3.0,1.0,right,,,-0.21380095754752232,0.18339926100896317,-0.04505812002804266,0.11442348212021357,53.0
0.0,0.0,,2.0,19270.0,,,,,54.0
1.0,0.0,left,0.0,1980.0,,,,,54.0
2.0,0.0,left,10.0,3.0,,,,,54.0
3.0,1.0,left,,,-0.0004254748252994246,0.0,-0.13656097916485932,0.11965560347396649,54.0
3.0,1.0,right,,,-0.1494378641011343,-0.25178215003597915,0.3012133692279238,-0.0,54.0
2.0,0.0,right,15.0,361.0,,,,,54.0
3.0,1.0,left,,,-0.14626788202462127,0.06575366109533232,0.2139226208045974,-0.10045300215565052,54.0
3.0,1.0,right,,,0.06355339999903992,0.46031124828115283,-0.07250724563622338,-0.1181051606893042,54.0
1.0,0.0,right,16.0,9.9,,,,,54.0
2.0,0.0,left,10.0,3.35,,,,,54.0
3.0,1.0,left,,,-0.06866834717975127,0.37622640520831474,-0.0,-0.09551121052570682,54.0
3.0,1.0,right,,,0.0,-0.15191625381906104,0.12271937763832963,-0.04608434793057346,54.0
2.0,0.0,right,10.0,3.52,,,,,54.0
3.0,1.0,left,,,-0.2886080720168842,-0.1659951953864178,-0.16689439699583372,0.4135153244226054,54.0
3.0,1.0,right,,,-0.17939225254054592,0.18362704987753733,0.0,0.0167106456335142,54.0
0.0,0.0,,16.0,10.9,,,,,55.0
1.0,0.0,left,9.0,288.0,,,,,55.0
2.0,0.0,left,12.0,1031.0,,,,,55.0
3.0,1.0,left,,,-0.0,0.0,0.13679737342765944,-0.13138998744971175,55.0
3.0,1.0,right,,,-0.09055164564804083,0.543966264126053,-0.09964307186625157,-0.005806727964060943,55.0
2.0,0.0,right,9.0,412.0,,,,,55.0
3.0,1.0,left,,,-0.2904205307569206,-0.280092925140557,0.2574370992519836,0.08447845915309146,55.0
3.0,1.0,right,,,-0.12730898758451556,0.10163291815264203,0.10846640748172993,-0.03769823645438039,55.0
1.0,0.0,right,2.0,19358.0,,,,,55.0
2.0,0.0,left,14.0,184.0,,,,,55.0
3.0,1.0,left,,,-0.16789920773502795,0.0342533078465172,0.12012818956345964,-0.027600492622079774,55.0
3.0,1.0,right,,,0.021585305666468046,0.13286433304354844,-0.20952909197373326,0.08135673342489479,55.0
2.0,1.0,right,,,-0.1377266167546921,-0.35138295718340484,-0.10784278803979865,0.34249301901240115,55.0
0.0,0.0,,5.0,0.0,,,,,56.0
1.0,0.0,left,0.0,1349.0,,,,,56.0
2.0,0.0,left,10.0,3.63,,,,,56.0
3.0,1.0,left,,,-0.12496346659994446,0.1501549538067808,-0.12265842992095739,0.12978091230766603,56.0
3.0,1.0,right,,,-0.07997720553127147,-0.08176964539747122,0.07436006176067567,0.00727053387275547,56.0
2.0,0.0,right,9.0,604.0,,,,,56.0
3.0,1.0,left,,,-0.0,0.1704553449181445,0.308565087156922,-0.3007402890920638,56.0
3.0,1.0,right,,,0.14262468630703387,-0.0,-0.055925309853323335,0.017896561414396835,56.0
1.0,0.0,right,8.0,0.6,,,,,56.0
2.0,0.0,left,7.0,0.0,,,,,56.0
3.0,1.0,left,,,-0.14060015525690286,0.47474934353277715,-0.004959247666121325,-0.013288374733390642,56.0
3.0,1.0,right,,,-0.027480430155338183,-0.0,0.0,0.04318127984535726,56.0
2.0,0.0,right,14.0,224.0,,,,,56.0
3.0,1.0,left,,,-0.343363991851432,-0.31542553949441243,0.18203106815907366,0.17669489614265094,56.0
3.0,1.0,right,,,-0.18487817840017123,0.026015059282370398,-0.023865075991878884,0.13233238804221398,56.0
0.0,0.0,,10.0,3.41,,,,,57.0
1.0,0.0,left,16.0,9.8,,,,,57.0
2.0,0.0,left,2.0,19724.0,,,,,57.0
3.0,1.0,left,,,-0.017159421884838506,-0.0,0.0,-0.0,57.0
3.0,1.0,right,,,0.020374021606724333,0.38124185999909527,-0.047766241931678236,-0.0800963879933544,57.0
2.0,0.0,right,8.0,0.5,,,,,57.0
3.0,1.0,left,,,-0.047970783919628085,0.11914861647278024,0.0,-0.05370255240055759,57.0
3.0,1.0,right,,,-0.3646699433611244,-0.05984170886690525,-0.0060401459603401375,0.3131309388800587,57.0
1.0,0.0,right,15.0,226.0,,,,,57.0
2.0,0.0,left,15.0,142.0,,,,,57.0
3.0,1.0,left,,,-0.11973970489301586,0.02145540135962805,-0.009502421236601069,0.09009611394959399,57.0
3.0,1.0,right,,,-0.2421266535434515,-0.2705989319216894,0.44634265017272523,-0.03367852356246638,57.0
2.0,0.0,right,0.0,2090.0,,,,,57.0
3.0,1.0,left,,,-0.08229619157476213,-0.008566726549932666,0.15608315064674244,-0.024513819696331304,57.0
3.0,1.0,right,,,0.04474427151665493,0.2590493178628849,-0.0,-0.10018510062101595,57.0
0.0,0.0,,16.0,10.9,,,,,58.0
1.0,0.0,left,15.0,246.0,,,,,58.0
2.0,0.0,left,15.0,128.0,,,,,58.0
3.0,1.0,left,,,-0.050762962926787676,0.0,-0.053715146017971546,0.0935576858741211,58.0
3.0,1.0,right,,,-0.15178576960577767,-0.0,0.42733762976437445,-0.16729543994284635,58.0
2.0,0.0,right,0.0,2178.0,,,,,58.0
3.0,1.0,left,,,-0.20001968029202705,-0.06939392472379324,0.0014694595654729248,0.12370811636215406,58.0
3.0,1.0,right,,,-0.04295281443540606,0.4212119138095589,0.0,-0.1173009698195678,58.0
1.0,0.0,right,2.0,19358.0,,,,,58.0
2.0,0.0,left,14.0,184.0,,,,,58.0
3.0,1.0,left,,,-0.16134492423111524,0.03689619427981011,0.11319646117155664,-0.028450571917014437,58.0
3.0,1.0,right,,,0.025773152468010825,0.13128689900579293,-0.2053730242275112,0.07655164276223446,58.0
2.0,1.0,right,,,-0.1295628382172563,-0.34354054623808195,-0.10541803086784915,0.33288067698056517,58.0
0.0,0.0,,5.0,0.0,,,,,59.0
1.0,0.0,left,10.0,3.39,,,,,59.0
2.0,0.0,left,14.0,118.0,,,,,59.0
3.0,1.0,left,,,-0.05693555775017402,0.4718718715966821,-0.08227896878636196,-0.01715435911683277,59.0
3.0,1.0,right,,,-0.08896526685760327,-0.0,0.0,0.040245979970929074,59.0
2.0,0.0,right,0.0,1349.0,,,,,59.0
3.0,1.0,left,,,-0.13022349386441084,-0.06229862225843594,-0.0,0.14076118488538106,59.0
3.0,1.0,right,,,0.1126717087293347,0.0,0.2521818806376896,-0.30042664496505,59.0
1.0,0.0,right,9.0,396.0,,,,,59.0
2.0,0.0,left,8.0,0.5,,,,,59.0
3.0,1.0,left,,,-0.036891567914539854,0.14616025831708457,-0.0,-0.04179144996078676,59.0
3.0,1.0,right,,,-0.30680518437232723,-0.2850971130337711,-0.0,0.3437487107278335,59.0
2.0,0.0,right,14.0,280.0,,,,,59.0
3.0,1.0,left,,,-0.16331870266353438,-0.0,0.39740395976619125,-0.15853431337147617,59.0
3.0,1.0,right,,,-0.19569087845158087,0.17703271140950216,-0.04207157844277541,0.10206460811844917,59.0
0.0,0.0,,2.0,19270.0,,,,,60.0
1.0,0.0,left,0.0,1980.0,,,,,60.0
2.0,0.0,left,10.0,3.0,,,,,60.0
3.0,1.0,left,,,0.0,0.0,-0.13307068836583108,0.1135884392001285,60.0
3.0,1.0,right,,,-0.1296978992471585,-0.23889974346710174,0.27652664369867175,-0.0,60.0
2.0,0.0,right,15.0,244.0,,,,,60.0
3.0,1.0,left,,,-0.10520808366402491,-0.0,0.24126874561166733,-0.10112278351985735,60.0
3.0,1.0,right,,,-0.0,0.3793831048463377,-0.0,-0.10986324634862432,60.0
1.0,0.0,right,16.0,9.9,,,,,60.0
2.0,0.0,left,10.0,3.35,,,,,60.0
3.0,1.0,left,,,-0.06481133881699869,0.3607510375577485,-0.0,-0.09414764703895367,60.0
3.0,1.0,right,,,0.0034634700890380354,-0.14900613083581427,0.1098345520693749,-0.04294676535629634,60.0
2.0,0.0,right,11.0,39.0,,,,,60.0
3.0,1.0,left,,,-0.0556308426783158,0.15919353765930438,-0.0,-0.014838763155663015,60.0
3.0,1.0,right,,,-0.35047246828852513,-0.05022499872951777,-0.11592673645965765,0.3777419759814221,60.0
0.0,0.0,,15.0,160.0,,,,,61.0
1.0,0.0,left,0.0,2598.0,,,,,61.0
2.0,0.0,left,16.0,9.9,,,,,61.0
3.0,1.0,left,,,0.04774117585443217,-0.0,0.0,-0.0603918415897747,61.0
3.0,1.0,right,,,-0.1817965171666143,-0.3054213892829737,-0.13281397402986084,0.3751395713596171,61.0
2.0,1.0,right,,,-0.04800348807279388,0.22735852394744557,-0.0,-0.04467098777679864,61.0
1.0,0.0,right,15.0,246.0,,,,,61.0
2.0,0.0,left,13.0,57.35,,,,,61.0
3.0,1.0,left,,,0.0,0.15272993465834822,-0.0385636164285504,-0.0,61.0
3.0,1.0,right,,,-0.23458865878846785,-0.07619294607889353,0.4174702291327794,-0.0715354027290198,61.0
2.0,0.0,right,0.0,2178.0,,,,,61.0
3.0,1.0,left,,,-0.14902073752378453,-0.06660776571595801,0.016851746904016696,0.07734253942532704,61.0
3.0,1.0,right,,,-0.06170737267618617,0.3293266785274016,-0.0,-0.02209794159208376,61.0
0.0,0.0,,5.0,0.0,,,,,62.0
1.0,0.0,left,10.0,3.67,,,,,62.0
2.0,0.0,left,9.0,256.0,,,,,62.0
3.0,1.0,left,,,0.056988585737478184,-0.1295923233417569,0.0,-0.0,62.0
3.0,1.0,right,,,-0.14675391656319964,0.4031952408716475,-0.0,-0.010586561939290369,62.0
2.0,0.0,right,13.0,73.53,,,,,62.0
3.0,1.0,left,,,0.12098540093501627,0.041492075894936226,0.0,-0.13234547075048977,62.0
3.0,1.0,right,,,-0.04517826031059934,-0.24685574868246288,0.2932954900957781,-0.07636117193653416,62.0
1.0,0.0,right,9.0,396.0,,,,,62.0
2.0,0.0,left,8.0,0.5,,,,,62.0
3.0,1.0,left,,,-0.036208223883206866,0.1436259375086572,-0.0,-0.04137930930756919,62.0
3.0,1.0,right,,,-0.2977825817231752,-0.2753168931797569,-0.0,0.3321661747062581,62.0
2.0,0.0,right,14.0,232.0,,,,,62.0
3.0,1.0,left,,,-0.14694574622879353,-0.03881603679988767,0.38352856800375035,-0.13726873505341308,62.0
3.0,1.0,right,,,-0.19291230189135822,0.20539236737516192,-0.030313060769041028,0.0825020145662845,62.0
0.0,0.0,,0.0,1462.0,,,,,63.0
1.0,0.0,left,12.0,2250.0,,,,,63.0
2.0,0.0,left,10.0,3.67,,,,,63.0
3.0,1.0,left,,,-0.18229864583424374,-0.0,-0.28898791222494,0.36516065388417007,63.0
3.0,1.0,right,,,-0.10242039861083771,-0.0,0.11324560028695883,-0.013448826357339157,63.0
2.0,0.0,right,4.0,0.0,,,,,63.0
3.0,1.0,left,,,-0.10785526622938496,-0.02897361120041736,0.3208407910591809,-0.1317313006919384,63.0
3.0,1.0,right,,,-0.05774894273516829,0.0,-0.03366982567963295,0.09254676036311983,63.0
1.0,0.0,right,12.0,754.0,,,,,63.0
2.0,0.0,left,13.0,56.0,,,,,63.0
3.0,1.0,left,,,0.0,0.22769090641757678,-0.030219389337110797,-0.02494166282531465,63.0
3.0,1.0,right,,,0.11701999033818683,-0.22904542131739003,-0.0,0.0439397861108754,63.0
2.0,0.0,right,11.0,27.0,,,,,63.0
3.0,1.0,left,,,-0.04825046864618822,0.3447128104275626,-0.02652858591921864,-0.02156705659988759,63.0
3.0,1.0,right,,,-0.22551310271218314,0.05940444770531007,0.27299901428419926,-0.05896690400691712,63.0
0.0,0.0,,2.0,19270.0,,,,,64.0
1.0,0.0,left,0.0,1980.0,,,,,64.0
2.0,0.0,left,10.0,3.0,,,,,64.0
3.0,1.0,left,,,0.0,0.0,-0.12999278511407059,0.10909972376993742,64.0
3.0,1.0,right,,,-0.117185829929768,-0.2293439573767734,0.2624142225782756,-0.0,64.0
2.0,0.0,right,2.0,12779.0,,,,,64.0
3.0,1.0,left,,,0.14572120753908044,-0.008698414597226936,-0.0,-0.0,64.0
3.0,1.0,right,,,-0.14085734773138414,0.347144233192756,0.15310896303363464,-0.1544267580563886,64.0
1.0,0.0,right,16.0,10.8,,,,,64.0
2.0,0.0,left,16.0,9.9,,,,,64.0
3.0,1.0,left,,,-0.024558007269594034,0.023962003183231592,0.0837502271695462,-0.10783724336316046,64.0
3.0,1.0,right,,,-0.2844795919722283,0.2030466157547361,-0.0,0.12578598225426732,64.0
2.0,0.0,right,0.0,3445.0,,,,,64.0
3.0,1.0,left,,,-0.07429367417819974,-0.3534603009761452,-0.14871407420405838,0.3279980252069174,64.0
3.0,1.0,right,,,-0.07815818660835847,0.0,0.0,-0.0,64.0
0.0,0.0,,5.0,0.0,,,,,65.0
1.0,0.0,left,10.0,3.39,,,,,65.0
2.0,0.0,left,10.0,3.34,,,,,65.0
3.0,1.0,left,,,-0.06913140908484994,-0.0,-0.0,0.06622883084561342,65.0
3.0,1.0,right,,,-0.06974110027740622,0.534123113643556,-0.022302295804827024,-0.07732215706375015,65.0
2.0,0.0,right,0.0,1349.0,,,,,65.0
3.0,1.0,left,,,-0.12432112823219413,-0.0516845751279084,-0.0,0.13676916732242123,65.0
3.0,1.0,right,,,0.12960153084549056,0.0,0.23262459555935666,-0.29435381023725016,65.0
1.0,0.0,right,10.0,3.9,,,,,65.0
2.0,0.0,left,9.0,396.0,,,,,65.0
3.0,1.0,left,,,-0.28527419358622946,-0.19492113251718635,-0.022649706377251916,0.3218260738767738,65.0
3.0,1.0,right,,,-0.2505652217641939,0.0,0.13037075071359977,0.007824364520857642,65.0
2.0,0.0,right,10.0,4.04,,,,,65.0
3.0,1.0,left,,,-0.001303451462086361,0.4145291766815287,-0.12767401897684946,-0.011170985457663322,65.0
3.0,1.0,right,,,-0.0863614456479177,0.0,0.0581693492232733,-0.029973326435067317,65.0
0.0,0.0,,10.0,3.41,,,,,66.0
1.0,0.0,left,16.0,9.8,,,,,66.0
2.0,0.0,left,2.0,19724.0,,,,,66.0
3.0,1.0,left,,,-0.009827958847217821,-0.0,0.0,-0.0,66.0
3.0,1.0,right,,,0.02593194917904191,0.3595643986289504,-0.04632895672292911,-0.07723105290564981,66.0
2.0,0.0,right,3.0,0.0,,,,,66.0
3.0,1.0,left,,,-0.34065225195476184,-0.0683105270094823,-0.0,0.2917963439888265,66.0
3.0,1.0,right,,,-0.05881076978701667,0.15238307758496428,-0.0,-0.013680100467500265,66.0
1.0,0.0,right,15.0,226.0,,,,,66.0
2.0,0.0,left,15.0,142.0,,,,,66.0
3.0,1.0,left,,,-0.1100077045705152,0.0254717305198406,-0.009232427442536634,0.08151975148565896,66.0
3.0,1.0,right,,,-0.2233160128932548,-0.24844845587061742,0.4101467241164568,-0.029757072510619806,66.0
2.0,0.0,right,13.0,102.3,,,,,66.0
3.0,1.0,left,,,0.009288590278006562,0.005432446506966462,-0.061712177382283726,0.013054411037096189,66.0
3.0,1.0,right,,,-0.009511760602153314,0.13753970053622144,0.18445311661058789,-0.1941953030940859,66.0
0.0,0.0,,2.0,19270.0,,,,,67.0
1.0,0.0,left,0.0,1980.0,,,,,67.0
2.0,0.0,left,10.0,3.0,,,,,67.0
3.0,1.0,left,,,0.0017208120700920454,0.0,-0.12836095620503732,0.10530242440687544,67.0
3.0,1.0,right,,,-0.10858429994818089,-0.22094675148226572,0.24987297543320197,-0.0,67.0
2.0,0.0,right,2.0,12779.0,,,,,67.0
3.0,1.0,left,,,0.14574648553052477,-0.0060753920372822595,-0.0,-0.0,67.0
3.0,1.0,right,,,-0.1352182412482922,0.3375324623096098,0.146178908161712,-0.15079660920391352,67.0
1.0,0.0,right,16.0,10.8,,,,,67.0
2.0,0.0,left,16.0,9.9,,,,,67.0
3.0,1.0,left,,,-0.02223351378334607,0.019387759049971767,0.08058325887052635,-0.10593449356580831,67.0
3.0,1.0,right,,,-0.2781190294445768,0.20051637874051076,-0.0,0.12234988315567326,67.0
2.0,0.0,right,15.0,336.0,,,,,67.0
3.0,1.0,left,,,-0.0982909918816951,-0.21478185657254936,-0.18734557867659746,0.3231905642909748,67.0
3.0,1.0,right,,,-0.045875413749633207,-0.03129566352850202,0.057965675258443705,-0.01253482063147509,67.0
0.0,0.0,,5.0,0.0,,,,,68.0
1.0,0.0,left,10.0,3.67,,,,,68.0
2.0,0.0,left,16.0,10.0,,,,,68.0
3.0,1.0,left,,,0.1588960809901303,-0.0,0.0,-0.12744356106664373,68.0
3.0,1.0,right,,,-0.24656700786021302,0.3433539319345295,-0.0,0.0506508844194918,68.0
2.0,0.0,right,13.0,73.53,,,,,68.0
3.0,1.0,left,,,0.12417514136539885,0.03453884775163289,0.0,-0.12994453977243609,68.0
3.0,1.0,right,,,-0.03592787010843497,-0.2411201757231158,0.2694101397533976,-0.06886918591837576,68.0
1.0,0.0,right,8.0,0.6,,,,,68.0
2.0,0.0,left,7.0,0.0,,,,,68.0
3.0,1.0,left,,,-0.12645191628299296,0.45409002618040395,-0.00782153072649272,-0.01429016129158411,68.0
3.0,1.0,right,,,-0.0237122923359288,-0.0,0.0,0.0412327844988156,68.0
2.0,0.0,right,14.0,224.0,,,,,68.0
3.0,1.0,left,,,-0.30950780481563656,-0.28389464939802156,0.16528314169295488,0.15391065902284734,68.0
3.0,1.0,right,,,-0.1493170391309159,0.024563973496837574,-0.03041156503347449,0.11243315961728165,68.0
0.0,0.0,,5.0,0.0,,,,,69.0
1.0,0.0,left,9.0,256.0,,,,,69.0
2.0,0.0,left,9.0,201.0,,,,,69.0
3.0,1.0,left,,,-0.06736009027712961,0.05434262056405344,-0.0,0.017720900957325904,69.0
3.0,1.0,right,,,0.2757654177737864,-0.341369551662003,0.04797976865100702,-0.1210600728313726,69.0
2.0,0.0,right,9.0,288.0,,,,,69.0
3.0,1.0,left,,,-0.12434306180015212,0.5736263259624728,-0.0,-0.06743255612971938,69.0
3.0,1.0,right,,,-0.08840773623311968,0.0,0.13945526188047408,-0.0407741661692106,69.0
1.0,0.0,right,16.0,10.9,,,,,69.0
2.0,0.0,left,8.0,0.6,,,,,69.0
3.0,1.0,left,,,-0.11375496731243898,0.3376908838815831,-0.0,-0.030665102052184874,69.0
3.0,1.0,right,,,-0.29462326565253394,-0.0,0.17419132897673859,0.04019688769637278,69.0
2.0,0.0,right,4.0,1.0,,,,,69.0
3.0,1.0,left,,,-0.20852755118743826,-0.2565816808150194,-0.0,0.25258343761050017,69.0
3.0,1.0,right,,,0.025529237247980348,0.18981349914983925,-0.20288408673452568,0.05599302854214361,69.0
0.0,0.0,,2.0,19237.0,,,,,70.0
1.0,0.0,left,0.0,1980.0,,,,,70.0
2.0,0.0,left,10.0,3.0,,,,,70.0
3.0,1.0,left,,,0.0031582862164529013,0.0,-0.12658488750551544,0.10250496225749728,70.0
3.0,1.0,right,,,-0.0926106284912428,-0.20350435578880335,0.21660347018692927,-0.0,70.0
2.0,0.0,right,2.0,12779.0,,,,,70.0
3.0,1.0,left,,,0.14526140680653818,-0.001406082857370719,-0.0,-0.0,70.0
3.0,1.0,right,,,-0.12048569301857079,0.34445376590476434,0.16196996200367278,-0.17453305086641135,70.0
1.0,0.0,right,16.0,10.8,,,,,70.0
2.0,0.0,left,11.0,50.0,,,,,70.0
3.0,1.0,left,,,-0.18168005302726897,0.3448548849932819,0.04831084110084442,-0.08308960735997396,70.0
3.0,1.0,right,,,-0.1364770458350554,0.0,-0.0,0.10498530887569807,70.0
2.0,0.0,right,0.0,3445.0,,,,,70.0
3.0,1.0,left,,,-0.07155365822071032,-0.3502519792528127,-0.11108734774714153,0.2991172733530292,70.0
3.0,1.0,right,,,-0.0763792472888629,0.0,0.0,-0.0,70.0
0.0,0.0,,5.0,0.0,,,,,71.0
1.0,0.0,left,0.0,1349.0,,,,,71.0
2.0,0.0,left,9.0,572.0,,,,,71.0
3.0,1.0,left,,,-0.14499443419025254,0.058181979746976656,-0.10848054060498166,0.16203877894459626,71.0
3.0,1.0,right,,,-0.0341447487788966,-0.0,0.0762235843287002,-0.052516248845915735,71.0
2.0,0.0,right,9.0,604.0,,,,,71.0
3.0,1.0,left,,,0.0,0.13305780736547976,0.2649333785976187,-0.28435558694520124,71.0
3.0,1.0,right,,,0.15272208635886633,-0.014575638177056344,-0.0688014957726872,0.026852707323409605,71.0
1.0,0.0,right,9.0,396.0,,,,,71.0
2.0,0.0,left,8.0,0.5,,,,,71.0
3.0,1.0,left,,,-0.03287594287795532,0.13266941952555927,-0.0,-0.040381411983553515,71.0
3.0,1.0,right,,,-0.2736008871791746,-0.253051175187865,-0.0,0.30882001027993633,71.0
2.0,0.0,right,14.0,232.0,,,,,71.0
3.0,1.0,left,,,-0.13360419287083103,-0.02328464951547446,0.3556874190185829,-0.1326249441713886,71.0
3.0,1.0,right,,,-0.1675606992252261,0.19659253583447311,-0.03499947752242344,0.07099299179050336,71.0
0.0,0.0,,10.0,3.41,,,,,72.0
1.0,0.0,left,16.0,9.8,,,,,72.0
2.0,0.0,left,2.0,19724.0,,,,,72.0
3.0,1.0,left,,,-0.0072170678163016155,-0.0,0.0,-0.0,72.0
3.0,1.0,right,,,0.028396067725130727,0.3497280184287633,-0.04545792151023473,-0.07606153564630486,72.0
2.0,0.0,right,3.0,0.0,,,,,72.0
3.0,1.0,left,,,-0.32436679129654705,-0.06307153455795594,-0.0,0.276628254857436,72.0
3.0,1.0,right,,,-0.055257136821816086,0.15431150857098241,-0.0,-0.01808361324978247,72.0
1.0,0.0,right,15.0,226.0,,,,,72.0
2.0,0.0,left,15.0,142.0,,,,,72.0
3.0,1.0,left,,,-0.10435490087640342,0.025917430102841088,-0.009624711860262355,0.07755261759127957,72.0
3.0,1.0,right,,,-0.21302802958055161,-0.2412725511963938,0.39544834979114496,-0.029489359550970637,72.0
2.0,0.0,right,13.0,102.3,,,,,72.0
3.0,1.0,left,,,0.021836685163778666,0.0,-0.07104714716775329,0.01412391509968168,72.0
3.0,1.0,right,,,-0.0,0.12993884414666107,0.1664837864610858,-0.18967065470384217,72.0
0.0,0.0,,5.0,0.0,,,,,73.0
1.0,0.0,left,15.0,225.0,,,,,73.0
2.0,0.0,left,0.0,673.0,,,,,73.0
